DISTRICT,101,DN_00,DN_01,DN_02,DN_03,DN_04,DN_05,DN_06,DN_07,DN_08,DN_09,DN_10,DN_11,DN_12,DN_13,DN_14,DN_15,DN_16,DN_17,DN_18,DN_19,DN_20,DN_21,DN_22,DN_23,DN_24,DN_25,DN_26,DN_27,DN_28,DN_29,DN_30,DN_31,DN_32,DN_33,DN_34,DN_35,DN_36,DN_37,DN_38,DN_39,DN_40,DN_41,DN_42,DN_43,DN_44,DN_45,DN_46,DN_47,DN_48,DN_49,DN_50,DN_51,DN_52,DN_53,DN_54,DN_55,DN_56,DN_57,DN_58,DN_59,DN_60,DN_61,DN_62,DN_63,mean,sum,Water,Evergreen Needleleaf forest,Evergreen Broadleaf forest,Deciduous Needleleaf forest,Deciduous Broadleaf forest,Mixed forest,Closed shrublands,Open shrublands,Woody savannas,Savannas,Grasslands,Permanent wetlands,Croplands,Urban and built-up,Cropland/Natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,MSL_1,MSL_2,MSL_3,MSW_1,MSW_2,MSW_3,CHH_1,CHH_2,CHH_3,FC_1,FC_2,FC_3,BF_1,BF_2,BF_3,EMP_1,EMP_2,EMP_3,asset_1,asset_2,asset_3
Reasi,20,1854.62,0,0,0,85.13,113.5,62.64,35.16,16.78,16.32,14.56,12.71,6.48,3.61,7.75,6.55,2.78,7,2.27,5.12,3.54,0,2.11,0.68,2.19,1.43,3.69,0,0,1.51,0,0,2.94,0,0.68,0.75,1.51,1.43,0.84,0.68,0,0.68,0.68,0.68,0,0,1.43,0,0,1.36,0.75,0.68,0,0.75,0,0,0,0,0,0,0,0,0,0,13623.34,3728851897,1.07,108,0.18,0.99,0,693,60.7,11.1,380,4.97,321,11.2,601,1.96,88,0.4,1.62,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Rewa,430,3830.83,0,0,0,880.04,723.46,295.51,186.58,95.45,57.69,27.49,23.99,17.34,7.39,6.98,11.41,9.49,6.36,4.65,4,4.87,3.64,3.87,5.54,4.27,3.99,3.1,3.27,1.47,3.1,2.37,5.03,3.19,4.81,1.36,3.7,1.5,2.28,1.55,3.75,1.64,3.26,1.47,3.27,4.74,1.47,3.18,2.28,0,4.56,2.93,0.82,3.02,1.55,1.55,1.47,0,1.47,2.45,3.92,0.82,2.28,2.45,2.36,25249.99,17617112115,0.69,0,0,0,79,17.9,1.04,39,345,0,107,0,5610,13.8,94.2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
Rewari,85,0,0,0,0,0,0,0.09,9.72,50.13,88.12,158.52,171.8,176.79,155.62,129.21,92.84,55.24,35.12,40.86,27.94,23.26,22.46,18.25,21.33,10.89,8.95,3.97,17.58,8.73,6.29,7.43,7.51,7.17,7.75,3.64,8.14,2.97,6.77,4.39,7.34,6.16,4.51,3.37,2.77,1.59,3.91,3.17,5.28,5.85,6.09,3,2.29,2.21,3.78,1.77,5.3,5.75,3.53,3.79,3.64,4.27,4.11,7.14,2.16,148420.07,25232695140,0,0,0,0,0,0,0,0.18,0,0,0,0,1470,23.7,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
Ri Bhoi,297,1856.17,0,0,0,4.6,94.03,133.06,112.5,47.68,39.65,23.55,22.59,7.53,8.4,11.06,5.49,9.36,8.78,4.97,8.44,5.24,2.04,1.53,0.72,2.03,1.17,0,0.21,1.34,0.76,0,0.72,0.94,0,0,0,0.8,0.72,0.09,1.19,0.8,0,0,0,0.69,0.44,0,0.51,0,0.24,0,0,0,0.02,0,0,0,0,0.03,0,0,0,0,0,18151.07,4902446731,0.65,0.06,518,0,0.46,569,0.22,0,1120,5.94,0,8.29,33.4,0,167,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
Rohtak,82,2.97,0,0,0,10.4,64.11,105.68,118.71,165.42,187.4,166.49,143.06,124.71,91.1,69.28,60.88,56.11,46.35,36.91,31.16,23.19,17.46,12.03,12.2,9.86,8.17,8.41,4.32,6.48,5.35,7.54,5.1,3.91,6.68,3.78,2.98,3.53,3.86,2.98,3.69,2.12,3.86,2.28,4.4,2.2,0.78,0.71,3.61,5.73,2.28,5.26,2.98,0,3.61,2.28,2.98,2.44,1.58,4.64,6.13,2.91,4.48,7.3,13.6,123281.47,24316765737,0,0,0,0,0,0,0,0.87,0,0,0.18,0,1670,50.8,0.24,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
Rohtas,234,2612.97,0,0,0,281.93,487.6,220.31,91.06,42.73,35.34,17.81,15.01,9.84,5.4,5.53,3.82,8.06,2.35,3.09,3.09,2.28,3.82,4.47,3.1,0,0.73,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17545.62,7509173114,0,0,0,0,16.3,29.8,1.1,86.2,346,0.13,66.2,0,3140,98.7,76.8,0,4.75,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
Rupnagar,51,39.38,0,0,0,14.65,47.49,63.81,86.09,130.83,165.34,178.59,122.87,90.79,57.78,44.16,38.41,20.91,29.89,19.99,21.12,19.73,13.14,9.66,10.64,15.38,15.19,7.15,7.53,12.55,5,7.31,6.5,3.75,2.07,4.39,9.05,0.77,2.68,3.75,4.44,5.43,4.78,2.3,1.46,1.38,0.77,0.77,4.23,1.35,2.72,6.52,2.86,2.92,0,1.46,0.77,3.76,2.23,1.46,1.55,2.3,0,0,0,113354.49,18368955800,0.23,0,0,0,0.15,88.1,0.94,0,16.4,0,0,0.71,1210,17.8,53.6,0,0.46,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
Sabar Kantha,472,1975.69,0,0,0,42.88,2084.95,1453.67,879.45,377.47,192.5,113.43,62.11,41.5,30.62,31.25,23.16,19,12.83,10.01,6.16,7.14,4.94,3.04,3.12,3.2,4.12,4.68,1.56,2.38,2.22,3.29,1.65,1.65,2.38,0.82,3.2,2.3,0.74,1.56,0.74,0,0,0.74,3.12,1.48,0.74,0.74,0.74,0,0.91,0,0,0.82,1.56,0.82,1.56,0,0.74,0,0.74,0,0,0,0,45111.24,36741977418,8.35,0,0.23,0,7.89,72.9,9.52,10.5,64.1,0.23,0.65,1.06,6940,33.3,277,0,2.95,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
Sagar,427,6269.85,0,0,0,568.85,1483.5,713.6,351.68,200.72,121.54,69.87,54.69,53.25,37.45,23.93,20.3,23.1,12.91,19.36,13.25,14.67,9.33,10.86,6.23,4.76,10.33,6.47,12.61,3.02,3.19,6.95,5.31,1.64,8.6,4.02,4.75,6.23,7.86,2.37,1.64,4.75,2.21,5.32,5.4,4.84,4.5,0.82,5.74,3.11,4.75,6.22,2.29,2.29,3.85,1.64,2.54,4.5,0.74,1.72,3.84,3.11,1.56,7.13,1.48,27759.84,31260902056,0.18,0,0,0,37.3,25.1,2.37,5.12,2770,0,8.08,0.19,6730,66.5,608,0,3.15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
Saharanpur,132,969.67,0,0,0,362.79,1133.47,429.49,173.58,126.65,99.51,74.37,59.42,44.32,27.86,25.73,22.27,9.41,13.51,13.87,9.81,8.41,5.05,3.66,5.06,3.66,7.39,3.73,2.1,0.7,4.6,2.18,0,2.8,2.26,4.35,4.43,3.04,2.18,1.4,0.7,1.56,5.68,0,3.2,3.04,1.48,1.48,0.78,3.12,1.4,0.78,3.04,3.03,3.03,2.42,1.48,2.25,2.34,3.82,1.48,3.5,2.87,9.72,0,50331.08,21710518993,0,0,0,0,0.83,226,2.32,5.99,47.9,0,3.05,0,3270,89.8,78.9,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
Saharsa,214,1368.5,0,0,0,11.64,175.18,43.29,17.77,14.04,6.86,4.43,6.29,3.71,0.81,2.9,2.35,3.71,0.81,0.9,0.73,2.34,0.81,2.34,0.81,2.26,1.61,0.9,0,1.53,0,0.73,2.43,0.73,0.73,1.53,0.73,0,0,1.53,0.73,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13091.78,2462884652,0,0,0,0,0,0,0.23,21.1,0,0,15.9,0.19,1360,9.93,277,0,0.23,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Sahibganj,352,1878.67,0,0,0,53.29,119.6,62.92,26.47,10.49,2.52,4.48,4.82,2.44,0.73,3.9,1.18,2.27,1.86,1.62,2.28,1.54,1.54,0.81,0,2.21,0,2.35,0,0,0,1.63,1.54,0.73,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8940.25,2172494395,33.9,0,0,0,30.7,140,2.15,15.9,289,0.42,22,7.19,1280,9.12,348,0,14,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
Sahibzada Ajit Singh Nagar,52,0,0,0,0,0.86,34.06,24.95,17.52,24.44,12.77,17.73,37.87,77.96,57.61,69.85,56.6,50.08,51.15,35.14,34.52,33.43,33.89,21.44,21.12,18.41,17.85,16.51,13.28,10.48,8.77,13.18,16.35,9.02,11.61,11.3,12.41,11.8,3.79,9.82,3.7,5.65,9.09,6.71,9.07,7.51,4,7.31,4.3,9.25,7.18,3.01,11.94,5.25,4.13,6.88,5.71,8.97,6.6,5.47,8.37,9.99,11.29,17.3,31.39,208479.13,26936634730,0,0,0,0,0.19,45.7,0.01,0,7.33,0,0,0.19,967,52.8,34.6,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
Saiha,288,1952.7,0,0,0,5.3,10.1,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.92,100526591.9,0,0,1730,0,0,65.8,0,0,167,0,0,0,1.53,0,6.95,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
Salem,608,211.63,0,0,0,316.65,455.14,332.5,301.19,319.49,336.27,318.84,272.3,244.82,214.73,181.55,174.65,181.86,158.43,119.13,123.25,100.98,81.52,60.14,48.51,61.58,44.07,46.41,47.56,35.89,36.81,28.67,27.11,24.56,26.32,26.83,15.56,15.87,20.86,14.08,15.15,9.29,10.27,9.2,8.51,8.6,4.58,6.57,9.11,10.78,3.33,4.12,4.82,2.45,6.24,1.66,3.94,5.78,3.24,4.39,8.32,2.37,9.12,14.39,26.04,130991.15,70227426788,46.3,0,144,0,23.8,225,1.73,6.59,592,4.99,7.78,10.2,891,89.4,3170,0,1.04,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
Samastipur,221,2230.62,0,0,0,15.23,392.05,95.86,47.54,29.95,18.52,15.1,11.57,8.6,4.22,6.22,0,1.53,0.73,3.88,1.53,2.26,0,1.53,0,2.26,0,3.06,0.73,0.73,1.53,0,0,0.9,2.26,0,0,2.34,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13929.02,4506907137,2.01,0,0.22,0,0,0.37,0,16.7,0.03,0,16,0.95,2810,17,24.1,0,9.21,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Samba,22,115.74,0,0,0,49.94,116.4,91.77,45.01,23.52,40.07,44.2,58.11,47.76,35.43,36.82,29.4,29.93,31.05,34.12,23.56,19.22,11.42,6.85,6.52,8.71,8.62,8.44,3.04,5.07,6.52,6.59,5.07,4.99,5.5,3.63,2.12,3.67,0.68,2.39,0.68,0.78,0.78,0.68,0,1.44,0,1.36,1.44,1.51,0.76,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,93456.09,10923214026,0,0,0,0,0,94,1.3,0.23,4.63,0,0,0,827,3.62,51.4,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
Sambalpur,372,5250.54,0,0,0,127.34,441.94,206.73,126.87,85.9,65.11,39.93,32.73,22.67,23.99,14.66,19.95,14.62,8.31,11.9,12.01,11.35,6.71,6.65,9.99,10.41,6.18,7.74,6.69,6.69,4.75,3.25,7,7.08,4.52,4.01,3.08,4.5,5.68,4.25,6.52,3.17,3.06,4.09,4.09,1.5,3.25,3.51,2.33,8.08,2.47,6.6,4.08,4.75,1.43,5.5,5.59,2.42,2.42,4.93,1.5,4.66,4.99,6.33,3.08,23736.65,17238631133,90.1,0.18,7.12,0,860,1100,22.3,10.8,2020,39.4,4.97,8.04,1610,35.7,913,0,3.62,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
Sangli,531,1375.23,0,0,5.04,1286.05,1686.42,1018.24,618.71,411.71,303.21,246.14,208.42,167.17,156.99,170.93,138.84,126.19,106.57,99.26,82.67,59.92,40.66,36.85,26.25,16.68,10.76,11.65,5.73,7.81,8.23,5.83,7.45,6.61,5.82,2.48,0.77,5.23,5.83,1.63,3.35,3.25,2.4,3.17,3.94,6.51,4.38,3.17,0.77,2.48,2.4,1.54,2.58,3.52,3.94,6.94,2.58,1.71,6.25,4.11,3.43,8.74,4.12,3.52,0,68289.55,61524657544,3.28,0,25.2,0,0.23,13.1,4.32,224,240,10,3.86,19.8,7110,167,738,0,0.46,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
Sangrur,53,0,0,0,0,0,0,23.83,140.04,375.12,577.71,568.73,497.7,362,232.5,161.12,102.25,83.4,65.56,42,43.97,26.3,22.52,23.46,24.54,16.8,17.23,16.4,8.76,12.99,12.22,9.93,7.75,5.98,7.28,7.32,8.15,4.55,5.19,6.12,3.71,2.62,4.26,6.76,2.32,6.05,3.64,4.57,5.23,3.87,4.58,2.87,2.86,2.09,4.66,1.47,3.64,0.7,2.94,1.39,2.94,2.86,2.25,1.39,0,109969.02,45953434261,0,0,0,0,0,0,0,0,0,0,0,0,3550,52.6,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
Sant Kabir Nagar,186,594.98,0,0,0,240.81,399.84,209.34,72.9,18.15,4.86,5.03,1.98,6.54,3.04,5.45,3.23,3.26,2.16,1.54,2.24,2.24,1.6,1.61,0,0.8,2.24,0.72,1.44,0.72,0,1.6,0.72,1.6,1.61,1.44,0,0.72,0,0,1.44,0,1.52,0,0.72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33880.86,6092979089,0,0,0,0,0,0,0.03,2.44,0.46,0,1.5,10.1,1570,10.5,0.32,0,0.56,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
Sant Ravi Das Nagar(bhadohi),198,133.95,0,0,0,106.71,290.22,167.69,64.03,35.71,30.5,22.14,13.29,11.87,16.91,13.77,8.36,10.62,7.56,11.16,8.43,6.25,4.44,8.36,2.43,3.14,2.35,1.46,1.07,2.26,1.63,0,0.81,0.9,0.73,1.62,0.9,0,3.08,2.37,0.81,0,0.81,0.81,0,1.54,0.81,0,2.27,1.46,0,1.46,0.73,0.73,0,0,0,0,0,0,0,0,0,0,0,64851.89,7265367145,0,0,0,0,0,0,0,6.51,0,0,13,0,963,21.3,0.29,0,3.78,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
Saraikela-kharsawan,369,1321.34,0,0,0,6.1,349.25,187.12,132.87,116.87,89.1,73.52,53.81,48.61,39.5,23.56,18.28,15.55,8.71,5.71,7.94,7.1,6.11,4.14,5.7,9.41,1.49,1.49,3.33,3.14,3.22,4.71,2.31,1.49,2.97,0.74,5.28,1.65,2.69,2.76,4.06,0.74,1.65,0.74,2.39,1.94,0.74,1.66,1.57,4.03,1.65,4.08,1.65,5.56,0.92,0.82,2.29,4.71,3.15,1.57,3.88,4.65,5.77,10.34,9.06,53607.3,15471220417,26.7,0,0,0,96.7,91.9,9.85,1.01,792,0.94,2.04,4.07,1220,32.2,362,0,3.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
Saran (chhapra),219,1922,0,0,0,23.32,333.3,102.61,61.83,34.22,22.67,22.47,15.11,12.71,12.03,6.98,7.67,7.68,3.89,2.99,6.32,3.07,5.25,2.26,2.34,3.07,2.43,4.69,0,3.11,3.07,1.53,1.46,1.5,0,1.46,0.9,0,0.81,0,0,0,0,1.25,0.73,0.81,0,0.71,0.7,0,0.59,0.73,0,0.75,0.04,0.05,0,0.47,0.01,0.05,0.01,0,0,0,0,19819.5,5844787591,0.68,0,0,0,0,0,1.29,60.2,0.19,0,47,0,2470,41.8,7.86,0,15.1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Satara,527,1183.49,0,0,7.25,782.77,2454.88,1754.65,1021.15,610.38,444.46,427.41,414.93,322.96,278.11,184.72,117.74,82.75,65.93,53.26,32.48,36.55,23.52,14.92,16.57,14.44,13.12,10.84,9.55,15.71,11.27,9.55,5.72,3.24,5.55,5.22,7.09,6.4,0.85,5.71,4.78,0.77,4.86,3.24,4.86,4.01,1.8,2.39,2.39,0.95,2.47,2.48,2.66,0,0,0.85,3.24,2.47,1.62,2.57,0,1.53,1.62,0,0,67392.11,74721868586,42.4,0.18,80.6,0,8.73,141,30.5,65.3,1780,50.4,2.27,90.4,6380,100,1720,0,7.71,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
Satna,429,4078.76,0,0,0,1026.67,1180.94,403.52,174.85,107.82,76.01,50.59,48.82,30.76,34.17,25.87,24.3,10.81,14.35,12.23,13.79,9.21,9.92,10.26,14.6,12.85,9.65,8,4.83,5.33,4.08,5.64,5.09,7.84,7.15,3.86,2.5,3.1,5.31,2.94,4,1.55,4.1,2.36,1.55,5.48,0,3.02,3.35,1.64,0.73,0,2.36,1.55,0.91,3.1,0.73,1.55,1.55,3.1,0.73,3.83,2.37,1.63,0,29934.59,24780135386,82,0.27,0.18,0,91.5,32.8,5.1,27.7,1260,0.83,79.2,5.86,5590,23.9,289,0,3.56,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
Sawai Madhopur,108,1944.75,0,0,1.53,434.26,1263.25,572.74,272.24,165.03,88.04,61.6,50.39,35.93,16.84,16.73,7.89,4.03,6.12,4.73,8.83,3.15,2.25,3.95,2.41,4.5,1.62,3.69,3.86,1.53,0.72,3.86,1.45,2.41,2.17,2.17,2.33,0.72,2.34,4.03,3.95,1.45,1.53,0.81,2.25,0.8,3.23,3.14,2.25,1.53,0.72,2.34,1.52,0,3.07,2.25,0.72,1.53,0,0,0,0,0,0,0,37338.42,21051021088,0,0,0,0,0.22,10.1,0.11,62.7,123,0,72.9,0,4630,21.7,112,0,2.67,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
Sehore,445,3437.92,0,0,0,249.24,974.14,965.98,431.85,164.86,73.78,52.54,28.55,32.65,14.32,14.61,17.61,11.24,4.79,5.36,4.78,5.46,6.36,7.18,0.74,7.35,3.06,5.52,1.49,6.39,6.44,3.22,2.31,2.31,0.74,2.23,1.9,1.48,0,3.13,0.89,0,2.4,2.31,1.38,0,0.82,1.62,0.74,0,0.91,0,0.96,2.39,0,0.74,0.82,0,1.06,0,0,0,0,0,0,30136.67,21604543806,2.36,0,0,0,14.4,66.6,9.5,3.12,1040,0,2.3,2.71,5110,30.5,283,0,1.52,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
Senapati,272,3131.69,0,0,1.62,153.95,97.66,57.91,15.79,13.51,4.31,5.41,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4594.48,1775932042,0,0.42,1300,0,1.06,1470,2.09,0.85,452,1.93,11.1,0,34.1,0,218,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
Seoni,456,6799.6,0,0,0,593.43,748.65,231.16,118.16,95.38,41.55,24.85,16.91,10.89,15.11,6.3,3.9,0.83,1.49,1.49,4.07,2.32,3.33,2.41,0.75,4.65,2.5,1.58,0.75,1.67,1.66,0,1.58,0,1.58,0.83,0.75,1.49,2.32,0.75,0,0.75,0,0,1.75,0,0,0,0.75,2.49,0.75,0,0.75,0,0.75,0,0,0,0,0,0,0,0,0,0,12341.87,11733123423,74,0,1.07,0,217,771,22.7,2.19,3080,1.99,6.15,6.75,3970,44.6,549,0,6.9,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Serchhip,285,1079.79,0,0,0,19.53,24.82,11.82,9.99,4.86,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3078.5,387640253.9,0,0,1030,0,0,37.2,0,0,59.8,0.41,0,0,0.85,0,23.2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
Shahdol,460,4813.32,0,0,0,266.68,246.88,101.73,50.44,45.09,24.75,14.7,14.09,8.33,5.09,5.47,5.84,3.66,2.49,3.54,1.48,3.52,5.4,4.69,3.92,2.85,1.48,1.52,1.86,2.22,2.39,2.39,4.46,2.15,0.83,1.48,1.48,0.75,4.12,0,0.42,1.66,2.3,0.24,3.72,1.56,1.66,0.74,0,1.56,1.56,1.56,2.4,0.82,0,1.65,0.82,0,0,0.74,0,0.74,0,0,0,11397.69,7105326870,66.8,0.1,0.42,0,42.2,83.1,7.54,57.2,1650,0.64,62.2,1.81,2700,15.5,993,0,2.69,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
Shahid Bhagat Singh Nagar,39,21.82,0,0,0.69,10.5,18.15,71.84,102.61,83,109.95,162.43,179.69,165.13,108.93,53.37,36.76,24.05,18.38,12.22,11.15,13.63,9.64,9.54,7.45,9.01,7.91,7.73,1.97,4.7,2.84,2.84,6.89,2.09,3,0.77,0.69,0.69,2.93,0,0.85,1.63,1.38,4.11,0,0.69,0,0.69,0.1,0.77,1.46,0.69,0.69,1.46,0.34,0,0.69,0.41,0,0,0,0,0,0,0,101544.76,15477812388,0,0,0,0,0,25.4,0,0,6.4,0,0,0,1250,18.1,0.6,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
Shahjahanpur,152,3208.51,0,0,0.71,377.81,401.55,170.39,117.39,60.48,46.63,28.63,28.22,15.94,12.05,13.87,11.88,10.8,3.81,9.03,6.82,4.52,4.75,3.64,4.6,4.59,6.2,3.73,7.55,5.32,2.3,2.14,3.02,3.57,3.81,2.14,2.3,3.09,0,1.43,3.01,2.3,2.22,0.71,2.3,1.51,2.22,1.51,2.3,0.79,5.15,2.31,1.51,1.43,2.39,2.3,4.61,6.19,1.51,5.39,1.43,3.73,3.01,0,0,24694.97,13060216893,0,0,0,0,0.23,65.9,0,0.6,1.26,0,1.46,0,4510,69,5.59,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Shajapur,436,4014.3,0,0,0,313.09,1225.01,414.08,125.46,55.23,45.2,26.16,13.93,10.2,5.18,6.16,6.26,2.3,1.56,2.65,4.77,2.3,3.12,1.48,0,0,0.82,1.56,0.82,0.74,0.82,0.82,0,3.22,0.74,0.74,0,0.74,0,1.48,0.82,0.74,0.82,0,0.91,0.82,1.48,0,0.74,0.74,0,0,0.82,0,0.82,0,0,0,0,0,0,0,0,0,0,19551.08,13500324185,0.19,0,0,0,0,0,2.77,0,6.99,0,0.23,0,6180,28.7,84.5,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Sheikhpura,228,518.17,0,0,0,4.46,45.53,21.72,14.39,10.38,6,3.08,5.35,1.71,2.19,2.35,1.63,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11797.37,835748784.1,0,0,0,0,0,0,0,0,0,0,0,0,625,13.7,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Sheohar,205,245.13,0,0,0,0.8,29.47,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7021.17,227035202.4,0,0,0,0,0,0,0,0,0,0,0,0,287,1.21,0.42,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
Sheopur,418,6205.44,0,0,0,49.67,121.82,59.84,16.72,17.43,11.63,10.06,2.25,3.63,5.17,0.81,3.8,1.62,0.81,0.73,2.26,2.18,2.18,0.81,1.62,0.73,0,2.26,1.62,0,0,0.9,0.73,1.62,1.53,2.26,0,0,1.62,0,0.73,0.9,0,0.81,0,1.71,0.81,0.81,0,0.81,1.53,0.73,0,0.73,0.73,0,0,0,0,0,0,0,0,0,0,4049.27,2954422659,0,0,0,0,155,13.7,1.86,713,2960,0,766,0.41,1910,5.18,23.1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
Shimoga,568,4047.15,0,0,0.7,1309.43,1267.93,608.92,332.46,238.8,127.5,75.09,70.73,36.88,35.01,26.12,13.29,17.01,16.06,11.47,11.83,12.88,19.98,6.34,9.81,9.81,10.52,7.58,6.78,6.69,3.99,5.82,4.18,2.53,2.53,3.39,4.86,4.08,4.44,4.26,1.83,2.62,3.57,2.52,4.26,0.78,2.8,1.56,0.78,2.43,4.96,4.17,2.52,1.65,2.43,2.43,5.73,1.65,1.56,2.34,3.4,2.34,4.95,4.35,0,35979.07,31505020951,71.5,0,550,0.22,8.56,347,13.7,2.02,3410,306,4.3,211,1140,34.2,2340,0,1.11,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
Shivpuri,423,9635.87,0,0,2.26,209.26,254.72,105.01,57.82,31.81,23.03,21.73,18.43,6.23,15.49,7.79,7.05,6.16,7.37,7.61,2.27,4.54,1.63,4.54,3.08,0.81,2.99,0.81,0.73,2.35,0,0,0.73,0.73,2.35,0.73,0.73,0.81,1.71,1.46,0.73,0.81,2.27,0,0.73,0.73,0,0,4.15,0.73,0,0.81,1.71,0.81,0,0.81,1.62,0,1.54,0.81,0,0.73,2.19,0.73,0,5887.38,6852399263,43.1,0.65,1.19,0,41.5,35.6,20.2,433,2440,0.35,519,10.3,6580,16.6,327,0,4.9,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Shrawasti,181,2050.66,0,0,1.51,130.6,191.35,68.26,23.21,7.43,6.6,5.32,2.94,4.53,0,0.79,3.1,1.59,2.14,0,0.79,0,1.51,1.6,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8929.75,2534823271,0,0,0,0,0.37,207,0.34,0.2,64,0.47,0,0,2210,2.13,23.3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
